"confirmation","gender","borninus","ethnicity",politics,age,zipcode
"2193a34c5502075293027a1f72faa5","male","","caucasian",6,32,27705
"b8975b1dee08c08f9304d2379006f4","male","no","caucasian",7,23,0
"c37a277de7be6df0b0dd070d7d85cf","male","yes","caucasian",6,33,94501
"9538306ea1156ee6742bd8a6dd52d7","male","yes","hispanic",4,30,98102
"f04b1536372008ea63adf7022d3565","male","no","other",4,28,6604
"54c03876f37e3124191a39a7209355","female","yes","asian-american",6,26,11577
"672a5f56885874900901e3e3786e85","male","no","hispanic",4,33,33444
"316d84fa8caaad8a06bf0db1201d8d","male","no","african-american",4,47,0
"b7e19304fbbdd83b15118dcc8f3c9c","female","yes","asian-american",7,31,60625
"7f0b48fc165ebf5a878e608af8b170","male","yes","african-american",6,40,94609
"2a88aabb1a53b4552c29f539f2aaaf","male","yes","hispanic",5,40,89109
"143e8d24b72d029d0b0ec9b53c2b8e","female","yes","caucasian",6,51,12304
"22aa90dcfe2b635965271003dc30b1","female","yes","caucasian",6,26,21045
"a19aa1a1b5637fbc53915e50ade0f0","male","yes","caucasian",4,42,30650
"4c95e1dcfb7d971e763acbd8bdaf84","female","yes","asian-american",7,0,8540
